receivedAtUtc,runId,modVersion,netMode,netModeName,playerCount,ascension,totalFloor,runTime,isVictory,eligibleDefaultStats,actIndex,rarity,rarityName,hex,hexName
2026-04-26T06:37:00.263Z,d1b4b858bb00da174066f107878c773ac23ea3e2070493a87d3c7e481fb54b08,0.4.0,Singleplayer,单人,1,10,7,174,0,1,0,Prismatic,棱彩,MadScientist,科学怪人
2026-04-26T06:37:23.727Z,50fae51048e76179bfbdcd27912ccd191ac409e713fd9443f445a76fd6746c2c,0.4.0,Host,联机房主,2,10,8,347,0,1,0,Prismatic,棱彩,MikaelsBlessing,米凯尔的祝福
2026-04-26T06:37:25.322Z,8bef53d2119860bb3db762a3d8bed4fd6abb5c1c8e2925c5383739623cd09ee4,0.4.0,Singleplayer,单人,1,10,5,196,0,1,0,Gold,黄金,DevilsDance,魔鬼之舞
2026-04-26T06:37:45.653Z,4ec4b786ceb814996ec9b88f1d167ad8e183f10996973d435a9b97c6c7f0e735,0.4.0,Singleplayer,单人,1,7,2,38,0,0,0,Gold,黄金,Loop,循环往复
2026-04-26T06:38:12.935Z,194e437b8a391917b799e5d74614134be6f878287a0959589453e93ee4b0e269,0.4.0,Singleplayer,单人,1,10,23,835,0,1,0,Silver,白银,LightEmUp,点亮他们！
2026-04-26T06:38:12.935Z,194e437b8a391917b799e5d74614134be6f878287a0959589453e93ee4b0e269,0.4.0,Singleplayer,单人,1,10,23,835,0,1,1,Prismatic,棱彩,MikaelsBlessing,米凯尔的祝福
2026-04-26T06:38:31.634Z,c674a16c939e386d06877e1e2ee0c7ffd7f115c3bb207074dea0a588898eb7c3,0.4.0,Singleplayer,单人,1,10,6,270,0,1,0,Silver,白银,LightEmUp,点亮他们！
2026-04-26T06:38:36.244Z,5005097fd9d3e6776233bc79719888a1677847f9b10575434f8e84297148a1c4,0.4.0,Singleplayer,单人,1,7,1,39,0,0,0,Prismatic,棱彩,MikaelsBlessing,米凯尔的祝福
2026-04-26T06:38:47.580Z,3c44f435a4035784fecb6986f793e909e38065cb0ebbeac76c18c27ecb744939,0.4.0,Singleplayer,单人,1,0,49,1568,1,1,0,Gold,黄金,ShrinkRay,缩小射线
2026-04-26T06:38:47.580Z,3c44f435a4035784fecb6986f793e909e38065cb0ebbeac76c18c27ecb744939,0.4.0,Singleplayer,单人,1,0,49,1568,1,1,1,Prismatic,棱彩,CantTouchThis,你摸不到
2026-04-26T06:38:47.580Z,3c44f435a4035784fecb6986f793e909e38065cb0ebbeac76c18c27ecb744939,0.4.0,Singleplayer,单人,1,0,49,1568,1,1,2,Silver,白银,Repulsor,退敌力场
2026-04-26T06:39:23.148Z,73fdaaf746012e14fb7385b9bd9167669beccf6a3548a4f3daa7c959f7ec3863,0.4.0,Host,联机房主,4,0,5,506,0,1,0,Prismatic,棱彩,CantTouchThis,你摸不到
2026-04-26T06:39:35.567Z,7c40af119f07a111612e1fe6c99044347724a4b28aa0a72fb8eceec4aedbdf38,0.4.0,Singleplayer,单人,1,0,1,15,0,0,0,Silver,白银,HeavyHitter,重量级打击手
2026-04-26T06:39:35.814Z,1b2c09d676aff4b7dc1abbb7a33a1b5dee9cb3bb0c56603dc540131c239d16d2,0.4.0,Singleplayer,单人,1,-15,1,34,0,0,0,Prismatic,棱彩,Goldrend,夺金
2026-04-26T06:39:53.515Z,4cb039450bfdbbaf97ea77cdd4b72fe03ef34a34bc590c430321e31b38456f49,0.4.0,Singleplayer,单人,1,2,48,2432,1,1,0,Prismatic,棱彩,Goliath,歌利亚巨人
2026-04-26T06:39:53.515Z,4cb039450bfdbbaf97ea77cdd4b72fe03ef34a34bc590c430321e31b38456f49,0.4.0,Singleplayer,单人,1,2,48,2432,1,1,1,Silver,白银,Thornmail,荆棘之甲
2026-04-26T06:39:53.515Z,4cb039450bfdbbaf97ea77cdd4b72fe03ef34a34bc590c430321e31b38456f49,0.4.0,Singleplayer,单人,1,2,48,2432,1,1,2,Silver,白银,MountainSoul,山脉龙魂
2026-04-26T06:40:01.913Z,248f9a93254148adba804a02f800f39f6a83a724bd86a0956168122c5834fbce,0.4.0,Host,联机房主,2,10,46,1969,1,1,0,Silver,白银,BigStrength,大力
2026-04-26T06:40:01.913Z,248f9a93254148adba804a02f800f39f6a83a724bd86a0956168122c5834fbce,0.4.0,Host,联机房主,2,10,46,1969,1,1,1,Prismatic,棱彩,BackToBasics,回归基本功
2026-04-26T06:40:01.913Z,248f9a93254148adba804a02f800f39f6a83a724bd86a0956168122c5834fbce,0.4.0,Host,联机房主,2,10,46,1969,1,1,2,Gold,黄金,DevilsDance,魔鬼之舞
2026-04-26T06:40:09.296Z,f8b073494c8b7a1d56a76d2e03eb890b1f328b71a4ac404ec28530dabc997667,0.4.0,Singleplayer,单人,1,3,48,2386,1,1,0,Gold,黄金,AstralBody,星界躯体
2026-04-26T06:40:09.296Z,f8b073494c8b7a1d56a76d2e03eb890b1f328b71a4ac404ec28530dabc997667,0.4.0,Singleplayer,单人,1,3,48,2386,1,1,1,Prismatic,棱彩,GlassCannon,玻璃大炮
2026-04-26T06:40:39.946Z,30e611a88913ac87e420f7821daa400c4be98f0d370bc99ea683118b75607c67,0.4.0,Singleplayer,单人,1,7,1,7,0,0,0,Silver,白银,Slap,扇巴掌
2026-04-26T06:42:42.703Z,149a3699ccabb821c94f08471fb4f18db7f5602fac416dac089922c2af35d794,0.4.0,Singleplayer,单人,1,0,2,54,0,0,0,Gold,黄金,Sonata,咏叹奏鸣
2026-04-26T06:43:04.279Z,e761e9379f163434de3fffa18615a4218f24454425057eb4cd7ee7031e9e9313,0.4.0,Singleplayer,单人,1,3,48,1775,1,1,0,Silver,白银,LightEmUp,点亮他们！
2026-04-26T06:43:04.279Z,e761e9379f163434de3fffa18615a4218f24454425057eb4cd7ee7031e9e9313,0.4.0,Singleplayer,单人,1,3,48,1775,1,1,1,Prismatic,棱彩,Goliath,歌利亚巨人
2026-04-26T06:43:16.004Z,cabda03e4f73dfb0b2e570fa3eca678d5c90b38e1f020eff7eb42f4d182b2dc6,0.4.0,Singleplayer,单人,1,4,2,28,0,0,0,Gold,黄金,SuperBrain,超强大脑
2026-04-26T06:43:25.009Z,9c07c7960c9bbfaee9c9c5e58a3c8e859ba36029b5f61d1718f97862b4d65290,0.4.0,Host,联机房主,2,5,45,2811,1,1,0,Gold,黄金,Sturdy,坚韧
2026-04-26T06:43:25.009Z,9c07c7960c9bbfaee9c9c5e58a3c8e859ba36029b5f61d1718f97862b4d65290,0.4.0,Host,联机房主,2,5,45,2811,1,1,1,Prismatic,棱彩,MikaelsBlessing,米凯尔的祝福
2026-04-26T06:43:25.009Z,9c07c7960c9bbfaee9c9c5e58a3c8e859ba36029b5f61d1718f97862b4d65290,0.4.0,Host,联机房主,2,5,45,2811,1,1,2,Prismatic,棱彩,FeyMagic,精怪魔法
2026-04-26T06:43:31.322Z,09cd02a40c0bded6c3abccf3f45fbcc95d4c26d64ccdd24369f8f88e265520ba,0.4.0,Singleplayer,单人,1,0,2,22,0,0,0,Gold,黄金,Nightstalking,夜狩
2026-04-26T06:43:35.256Z,59043f7fb8e613e7badcf8cc41c6d16bad98db42c2982f2451ef8948dbb8fe02,0.4.0,Singleplayer,单人,1,0,48,2083,1,1,0,Prismatic,棱彩,BackToBasics,回归基本功
2026-04-26T06:43:35.256Z,59043f7fb8e613e7badcf8cc41c6d16bad98db42c2982f2451ef8948dbb8fe02,0.4.0,Singleplayer,单人,1,0,48,2083,1,1,1,Prismatic,棱彩,CantTouchThis,你摸不到
2026-04-26T06:43:35.256Z,59043f7fb8e613e7badcf8cc41c6d16bad98db42c2982f2451ef8948dbb8fe02,0.4.0,Singleplayer,单人,1,0,48,2083,1,1,2,Prismatic,棱彩,FeyMagic,精怪魔法
2026-04-26T06:43:37.153Z,aeb6dc9f10e78b9bc58b38a75f249148a631bba3b9d4f32b4d2cf4cc3eca59b6,0.4.0,Singleplayer,单人,1,1,48,2452,1,1,0,Prismatic,棱彩,Queen,女王
2026-04-26T06:43:37.153Z,aeb6dc9f10e78b9bc58b38a75f249148a631bba3b9d4f32b4d2cf4cc3eca59b6,0.4.0,Singleplayer,单人,1,1,48,2452,1,1,1,Prismatic,棱彩,UnmovableMountain,不动如山
2026-04-26T06:43:37.153Z,aeb6dc9f10e78b9bc58b38a75f249148a631bba3b9d4f32b4d2cf4cc3eca59b6,0.4.0,Singleplayer,单人,1,1,48,2452,1,1,2,Silver,白银,LightEmUp,点亮他们！
2026-04-26T06:44:16.326Z,520af426a5d74d1b1f32a9067c14c807ff7e22c2a0166a63e7fc2de9e1e98b6d,0.4.0,Singleplayer,单人,1,0,48,1463,1,1,0,Gold,黄金,AstralBody,星界躯体
2026-04-26T06:44:16.326Z,520af426a5d74d1b1f32a9067c14c807ff7e22c2a0166a63e7fc2de9e1e98b6d,0.4.0,Singleplayer,单人,1,0,48,1463,1,1,1,Silver,白银,Thornmail,荆棘之甲
2026-04-26T06:44:16.326Z,520af426a5d74d1b1f32a9067c14c807ff7e22c2a0166a63e7fc2de9e1e98b6d,0.4.0,Singleplayer,单人,1,0,48,1463,1,1,2,Gold,黄金,TankEngine,坦克引擎
2026-04-26T06:44:56.232Z,22a5fb93ecd5cc3385e54cd76c260c6db1f0de32a53531c426b7b7cc1ea3d13b,0.4.0,Singleplayer,单人,1,8,2,167,0,1,0,Gold,黄金,TwiceThrice,接二连三
2026-04-26T06:45:15.423Z,3a41018aa79c54bc2f72b2ae88674e83cb5ad1f1556cf807b02bed846326d535,0.4.0,Host,联机房主,2,10,16,700,0,1,0,Gold,黄金,DevilsDance,魔鬼之舞
2026-04-26T06:45:29.918Z,70c55734ceac411ad82066c127d6c985ad6e6fbde2c7011fa0fa440e685cb1a1,0.4.0,Host,联机房主,2,0,45,3646,1,1,0,Gold,黄金,DivineIntervention,神圣干预
2026-04-26T06:45:29.918Z,70c55734ceac411ad82066c127d6c985ad6e6fbde2c7011fa0fa440e685cb1a1,0.4.0,Host,联机房主,2,0,45,3646,1,1,1,Silver,白银,LightEmUp,点亮他们！
2026-04-26T06:45:29.918Z,70c55734ceac411ad82066c127d6c985ad6e6fbde2c7011fa0fa440e685cb1a1,0.4.0,Host,联机房主,2,0,45,3646,1,1,2,Silver,白银,HeavyHitter,重量级打击手
2026-04-26T06:45:32.763Z,c2bad27586dbedf85bf8a9b568590c982b4eb138cb9c9844425ea1de7753d3f9,0.4.0,Singleplayer,单人,1,10,9,391,0,1,0,Gold,黄金,Sonata,咏叹奏鸣
2026-04-26T06:46:05.623Z,fac0e52d63a9892acbf09808b5ce8d0593285a4be353a2e39a0068327a08eac3,0.4.0,Singleplayer,单人,1,10,22,618,0,1,0,Silver,白银,FirstAidKit,急救用具
2026-04-26T06:46:05.623Z,fac0e52d63a9892acbf09808b5ce8d0593285a4be353a2e39a0068327a08eac3,0.4.0,Singleplayer,单人,1,10,22,618,0,1,1,Gold,黄金,DivineIntervention,神圣干预
2026-04-26T06:46:14.974Z,74bf61d81b6ace4c239a1c9bcccd699ca4b0bb3943b4a37882249bcd18a2a46b,0.4.0,Singleplayer,单人,1,1,1,43,0,0,0,Gold,黄金,DivineIntervention,神圣干预
2026-04-26T06:46:19.912Z,c3469b08a2165ae0414408b0201a5b3e61efcc983a3f6057171713233e0427ab,0.4.0,Singleplayer,单人,1,4,1,172,0,1,0,Prismatic,棱彩,MasterOfDuality,物法皆修
2026-04-26T06:46:21.159Z,2ed68828dbe19d7e16666672f9b7c1c03b2c36a4f4cd12e9072b2b67db2b5771,0.4.0,Singleplayer,单人,1,0,48,2292,1,1,0,Gold,黄金,ServantMaster,仆从大师
2026-04-26T06:46:21.159Z,2ed68828dbe19d7e16666672f9b7c1c03b2c36a4f4cd12e9072b2b67db2b5771,0.4.0,Singleplayer,单人,1,0,48,2292,1,1,1,Silver,白银,MountainSoul,山脉龙魂
2026-04-26T06:46:21.159Z,2ed68828dbe19d7e16666672f9b7c1c03b2c36a4f4cd12e9072b2b67db2b5771,0.4.0,Singleplayer,单人,1,0,48,2292,1,1,2,Gold,黄金,Loop,循环往复
2026-04-26T06:47:15.018Z,2eaf7dbe4a987a6f8b55b4c29b212690f94fb5c345bb66332742400ccc21e786,0.4.0,Singleplayer,单人,1,8,48,2149,1,1,0,Gold,黄金,Nightstalking,夜狩
2026-04-26T06:47:15.018Z,2eaf7dbe4a987a6f8b55b4c29b212690f94fb5c345bb66332742400ccc21e786,0.4.0,Singleplayer,单人,1,8,48,2149,1,1,1,Prismatic,棱彩,CantTouchThis,你摸不到
2026-04-26T06:47:15.018Z,2eaf7dbe4a987a6f8b55b4c29b212690f94fb5c345bb66332742400ccc21e786,0.4.0,Singleplayer,单人,1,8,48,2149,1,1,2,Gold,黄金,TankEngine,坦克引擎
2026-04-26T06:47:57.344Z,4051e30f6bb8e0e139ac6c094d42ab08c0188dd910fd9194976e7b74ebb63b28,0.4.0,Singleplayer,单人,1,10,49,1029,1,1,0,Prismatic,棱彩,UnmovableMountain,不动如山
2026-04-26T06:47:57.344Z,4051e30f6bb8e0e139ac6c094d42ab08c0188dd910fd9194976e7b74ebb63b28,0.4.0,Singleplayer,单人,1,10,49,1029,1,1,1,Prismatic,棱彩,Goldrend,夺金
2026-04-26T06:47:57.344Z,4051e30f6bb8e0e139ac6c094d42ab08c0188dd910fd9194976e7b74ebb63b28,0.4.0,Singleplayer,单人,1,10,49,1029,1,1,2,Silver,白银,LightEmUp,点亮他们！
2026-04-26T06:48:36.510Z,e6f785191e0a2693cd4da014f8dd0cd025463452abceba0452629c0dd4400fe0,0.4.0,Singleplayer,单人,1,0,48,2469,1,1,0,Silver,白银,HeavyHitter,重量级打击手
2026-04-26T06:48:36.510Z,e6f785191e0a2693cd4da014f8dd0cd025463452abceba0452629c0dd4400fe0,0.4.0,Singleplayer,单人,1,0,48,2469,1,1,1,Gold,黄金,Sturdy,坚韧
2026-04-26T06:48:36.510Z,e6f785191e0a2693cd4da014f8dd0cd025463452abceba0452629c0dd4400fe0,0.4.0,Singleplayer,单人,1,0,48,2469,1,1,2,Gold,黄金,DivineIntervention,神圣干预
2026-04-26T06:48:37.846Z,e5dbce5b123f6fd593e51332fd456a0724163cebac752f08ad9ec6152a840e63,0.4.0,Singleplayer,单人,1,1,2,97,0,1,0,Prismatic,棱彩,FinalForm,最终形态
2026-04-26T06:48:45.417Z,84fe0ce014c86d8bc36f78f68ef0985e0fbb742a2abc589da14b44660e70d7c0,0.4.0,Host,联机房主,2,10,45,2599,0,1,0,Silver,白银,MountainSoul,山脉龙魂
2026-04-26T06:48:45.417Z,84fe0ce014c86d8bc36f78f68ef0985e0fbb742a2abc589da14b44660e70d7c0,0.4.0,Host,联机房主,2,10,45,2599,0,1,1,Gold,黄金,DawnbringersResolve,黎明使者的坚决
2026-04-26T06:48:45.417Z,84fe0ce014c86d8bc36f78f68ef0985e0fbb742a2abc589da14b44660e70d7c0,0.4.0,Host,联机房主,2,10,45,2599,0,1,2,Gold,黄金,Sturdy,坚韧
2026-04-26T06:49:33.189Z,ff942f03a05063d41b020e2e8c22c8d7b453ea36679556919c74b03b3dfc1bd5,0.4.0,Singleplayer,单人,1,8,48,1964,1,1,0,Prismatic,棱彩,FeyMagic,精怪魔法
2026-04-26T06:49:33.189Z,ff942f03a05063d41b020e2e8c22c8d7b453ea36679556919c74b03b3dfc1bd5,0.4.0,Singleplayer,单人,1,8,48,1964,1,1,1,Prismatic,棱彩,CourageOfColossus,巨像的勇气
2026-04-26T06:49:42.030Z,4d528849e845dddef82f23a0d451b16c6a2b3dd02466b6c0971b54489d532ae9,0.4.0,Host,联机房主,3,8,47,4388,1,1,0,Gold,黄金,Loop,循环往复
2026-04-26T06:49:42.030Z,4d528849e845dddef82f23a0d451b16c6a2b3dd02466b6c0971b54489d532ae9,0.4.0,Host,联机房主,3,8,47,4388,1,1,1,Silver,白银,Slap,扇巴掌
2026-04-26T06:49:42.030Z,4d528849e845dddef82f23a0d451b16c6a2b3dd02466b6c0971b54489d532ae9,0.4.0,Host,联机房主,3,8,47,4388,1,1,2,Prismatic,棱彩,UnmovableMountain,不动如山
2026-04-26T06:50:45.599Z,8c1f76c7803150896a828094e6e56f57b75696a684596abc2dee21bdfa06d4e4,0.4.0,Host,联机房主,2,5,45,2499,1,1,0,Prismatic,棱彩,UnmovableMountain,不动如山
2026-04-26T06:50:45.599Z,8c1f76c7803150896a828094e6e56f57b75696a684596abc2dee21bdfa06d4e4,0.4.0,Host,联机房主,2,5,45,2499,1,1,1,Silver,白银,FirstAidKit,急救用具
2026-04-26T06:50:45.599Z,8c1f76c7803150896a828094e6e56f57b75696a684596abc2dee21bdfa06d4e4,0.4.0,Host,联机房主,2,5,45,2499,1,1,2,Gold,黄金,SuperBrain,超强大脑
2026-04-26T06:51:06.309Z,4acca51c2b435f7df157d2aa2d8230563e67ba8f9d2e3cc983f0ae1c47d8d479,0.4.0,Singleplayer,单人,1,10,17,305,0,1,0,Silver,白银,MountainSoul,山脉龙魂
2026-04-26T06:51:14.791Z,182866a19d9255d44f4328b9ccb51ca82e76576fcc210f7296fdde99bf74dbb7,0.4.0,Singleplayer,单人,1,10,49,1851,1,1,0,Gold,黄金,GetExcited,罪恶快感
2026-04-26T06:51:14.791Z,182866a19d9255d44f4328b9ccb51ca82e76576fcc210f7296fdde99bf74dbb7,0.4.0,Singleplayer,单人,1,10,49,1851,1,1,1,Gold,黄金,AstralBody,星界躯体
2026-04-26T06:51:14.791Z,182866a19d9255d44f4328b9ccb51ca82e76576fcc210f7296fdde99bf74dbb7,0.4.0,Singleplayer,单人,1,10,49,1851,1,1,2,Silver,白银,HeavyHitter,重量级打击手
2026-04-26T06:51:18.659Z,4fb162ee106863ebbfa3bcfccd978010083a8fcebaa2eb8bacbced01a13a1ec7,0.4.0,Singleplayer,单人,1,10,49,3816,1,1,0,Prismatic,棱彩,GlassCannon,玻璃大炮
2026-04-26T06:51:18.659Z,4fb162ee106863ebbfa3bcfccd978010083a8fcebaa2eb8bacbced01a13a1ec7,0.4.0,Singleplayer,单人,1,10,49,3816,1,1,1,Gold,黄金,TwiceThrice,接二连三
2026-04-26T06:51:18.659Z,4fb162ee106863ebbfa3bcfccd978010083a8fcebaa2eb8bacbced01a13a1ec7,0.4.0,Singleplayer,单人,1,10,49,3816,1,1,2,Prismatic,棱彩,MikaelsBlessing,米凯尔的祝福
2026-04-26T06:51:45.165Z,b4b0a47eef58f545b3e322049eb188747c4a500215b8d018003dcf1f5f9ec715,0.4.0,Singleplayer,单人,1,10,17,676,0,1,0,Prismatic,棱彩,Queen,女王
2026-04-26T06:51:47.607Z,89f17d582f7275d850d5eceacbd764603d6628184f8346b91c2ac7435dca0dec,0.4.0,Singleplayer,单人,1,1,2,78,0,1,0,Gold,黄金,ShrinkEngine,缩小引擎
2026-04-26T06:52:05.090Z,3c9ab9e8dc8c1c44b4142ba71aa57fbf3fed38dcd70c2e0e199577e156e94267,0.4.0,Singleplayer,单人,1,0,6,1064,0,1,0,Silver,白银,MountainSoul,山脉龙魂
2026-04-26T06:52:05.217Z,33baac5e80f8f631e09ab4159dbc17f8db4e7f1e4e93ec6c53b86e2eb3bf3a37,0.4.0,Host,联机房主,2,10,2,180,0,1,0,Prismatic,棱彩,MasterOfDuality,物法皆修
2026-04-26T06:52:07.094Z,ae10f6b80f477980ef5a9adfea1306a508817daa1fdb68f6e30a645b32386591,0.4.0,Singleplayer,单人,1,0,19,732,0,1,0,Prismatic,棱彩,Queen,女王
2026-04-26T06:52:07.094Z,ae10f6b80f477980ef5a9adfea1306a508817daa1fdb68f6e30a645b32386591,0.4.0,Singleplayer,单人,1,0,19,732,0,1,1,Prismatic,棱彩,MadScientist,科学怪人
2026-04-26T06:52:20.513Z,1300fc88fc9b03b4a2afeb39f91135ea52bdea59d4c1355b663876fa9ac8ae8b,0.4.0,Host,联机房主,2,10,26,3213,0,1,0,Silver,白银,EscapePlan,逃跑计划
2026-04-26T06:52:20.513Z,1300fc88fc9b03b4a2afeb39f91135ea52bdea59d4c1355b663876fa9ac8ae8b,0.4.0,Host,联机房主,2,10,26,3213,0,1,1,Gold,黄金,SuperBrain,超强大脑
2026-04-26T06:53:14.002Z,78fc1539c83dd9d21e02cb6b92884ca897c202e19bf2c7a549363e1722ec0522,0.4.0,Singleplayer,单人,1,6,8,425,0,1,0,Gold,黄金,DawnbringersResolve,黎明使者的坚决
2026-04-26T06:53:23.544Z,c7a18c6274511445e76d32735036b61038bdd9665dddd7b9df7c445dcfa62ec6,0.4.0,Singleplayer,单人,1,10,1,15,0,0,0,Gold,黄金,TankEngine,坦克引擎
2026-04-26T06:54:02.624Z,aeca6257406402bf65dc14981f46b337edefdbd1bc43615bb5fb0066c77becdc,0.4.0,Singleplayer,单人,1,3,48,1890,1,1,0,Prismatic,棱彩,FeelTheBurn,感受燃烧
2026-04-26T06:54:02.624Z,aeca6257406402bf65dc14981f46b337edefdbd1bc43615bb5fb0066c77becdc,0.4.0,Singleplayer,单人,1,3,48,1890,1,1,1,Prismatic,棱彩,FinalForm,最终形态
2026-04-26T06:54:16.566Z,324aaaad6052a16e9efeb44b685a810b0b86dd5b63d04abe547a267fedde5500,0.4.0,Singleplayer,单人,1,10,49,1805,1,1,0,Prismatic,棱彩,CourageOfColossus,巨像的勇气
2026-04-26T06:54:16.566Z,324aaaad6052a16e9efeb44b685a810b0b86dd5b63d04abe547a267fedde5500,0.4.0,Singleplayer,单人,1,10,49,1805,1,1,1,Prismatic,棱彩,FinalForm,最终形态
2026-04-26T06:55:14.415Z,c60df50f5ed2aef811962949ac37a9319c076970929f53bd2d263b56379efe68,0.4.0,Singleplayer,单人,1,1,7,188,0,1,0,Prismatic,棱彩,MikaelsBlessing,米凯尔的祝福
2026-04-26T06:55:18.562Z,8c2562350d6981da0da74e8545bcb4523a9bc6a25f71c626db99da2ea76d29da,0.4.0,Host,联机房主,2,10,46,4153,1,1,0,Gold,黄金,AstralBody,星界躯体
2026-04-26T06:55:18.562Z,8c2562350d6981da0da74e8545bcb4523a9bc6a25f71c626db99da2ea76d29da,0.4.0,Host,联机房主,2,10,46,4153,1,1,1,Silver,白银,EscapePlan,逃跑计划
2026-04-26T06:55:18.562Z,8c2562350d6981da0da74e8545bcb4523a9bc6a25f71c626db99da2ea76d29da,0.4.0,Host,联机房主,2,10,46,4153,1,1,2,Gold,黄金,TwiceThrice,接二连三
2026-04-26T06:55:23.619Z,b4bf1c296877ab9e90afa875ee93e34515c321e275c8affdc62a5684642e84c0,0.4.0,Singleplayer,单人,1,10,49,1507,1,1,0,Prismatic,棱彩,HandOfBaron,男爵之手
2026-04-26T06:55:23.619Z,b4bf1c296877ab9e90afa875ee93e34515c321e275c8affdc62a5684642e84c0,0.4.0,Singleplayer,单人,1,10,49,1507,1,1,1,Silver,白银,Slap,扇巴掌
2026-04-26T06:55:23.619Z,b4bf1c296877ab9e90afa875ee93e34515c321e275c8affdc62a5684642e84c0,0.4.0,Singleplayer,单人,1,10,49,1507,1,1,2,Prismatic,棱彩,MasterOfDuality,物法皆修
2026-04-26T06:55:55.748Z,33943b07155edcf43213cb390e9e5c968d8a66eab98dccee26dd11d9746ceab0,0.4.0,Host,联机房主,2,9,45,3799,1,1,0,Prismatic,棱彩,MadScientist,科学怪人
2026-04-26T06:55:55.748Z,33943b07155edcf43213cb390e9e5c968d8a66eab98dccee26dd11d9746ceab0,0.4.0,Host,联机房主,2,9,45,3799,1,1,1,Prismatic,棱彩,MasterOfDuality,物法皆修
2026-04-26T06:55:55.748Z,33943b07155edcf43213cb390e9e5c968d8a66eab98dccee26dd11d9746ceab0,0.4.0,Host,联机房主,2,9,45,3799,1,1,2,Prismatic,棱彩,Queen,女王
2026-04-26T06:56:36.857Z,4692ca7a6878943a4c4b389430e27fef3273f0836d5a0bd936ea9ff97625bd56,0.4.0,Singleplayer,单人,1,7,21,844,0,1,0,Silver,白银,SpeedDemon,速度恶魔
2026-04-26T06:56:36.857Z,4692ca7a6878943a4c4b389430e27fef3273f0836d5a0bd936ea9ff97625bd56,0.4.0,Singleplayer,单人,1,7,21,844,0,1,1,Gold,黄金,Firebrand,火上浇油
2026-04-26T06:57:13.799Z,9173f2631e074b64135ffeacce9afbf37af6835ca84bf1fe7b570fd7c1fb64f2,0.4.0,Host,联机房主,2,10,7,364,0,1,0,Gold,黄金,DevilsDance,魔鬼之舞
2026-04-26T06:57:32.391Z,f79e0c2d93ff917a5ccc7a681ef9a75e69a35d837963caefa492a1b1b625dfbb,0.4.0,Singleplayer,单人,1,1,48,3306,1,1,0,Gold,黄金,Nightstalking,夜狩
2026-04-26T06:57:32.391Z,f79e0c2d93ff917a5ccc7a681ef9a75e69a35d837963caefa492a1b1b625dfbb,0.4.0,Singleplayer,单人,1,1,48,3306,1,1,1,Gold,黄金,Loop,循环往复
2026-04-26T06:57:32.391Z,f79e0c2d93ff917a5ccc7a681ef9a75e69a35d837963caefa492a1b1b625dfbb,0.4.0,Singleplayer,单人,1,1,48,3306,1,1,2,Prismatic,棱彩,CourageOfColossus,巨像的勇气
2026-04-26T06:57:54.066Z,30cecb682b1be94a0e61b5d276a6247b06880082a9c8e525fe24189f868f6586,0.4.0,Singleplayer,单人,1,10,49,1629,1,1,0,Gold,黄金,GetExcited,罪恶快感
2026-04-26T06:57:54.066Z,30cecb682b1be94a0e61b5d276a6247b06880082a9c8e525fe24189f868f6586,0.4.0,Singleplayer,单人,1,10,49,1629,1,1,1,Silver,白银,ProtectiveVeil,防护面纱
2026-04-26T06:57:54.066Z,30cecb682b1be94a0e61b5d276a6247b06880082a9c8e525fe24189f868f6586,0.4.0,Singleplayer,单人,1,10,49,1629,1,1,2,Prismatic,棱彩,FeelTheBurn,感受燃烧
2026-04-26T06:58:00.543Z,fb37f37fc035a7703e09fd3694f1febbb51dcbf82c8774ab194d6a04ce84bbd6,0.4.0,Singleplayer,单人,1,10,17,625,0,1,0,Gold,黄金,Sturdy,坚韧
2026-04-26T06:58:05.003Z,20a949c33480965d0c25d452a0ca092c6b4b8afd50796053eb2c8f0ca1f15874,0.4.0,Singleplayer,单人,1,4,48,1839,1,1,0,Silver,白银,SpeedDemon,速度恶魔
2026-04-26T06:58:05.003Z,20a949c33480965d0c25d452a0ca092c6b4b8afd50796053eb2c8f0ca1f15874,0.4.0,Singleplayer,单人,1,4,48,1839,1,1,1,Gold,黄金,Firebrand,火上浇油
2026-04-26T06:58:05.003Z,20a949c33480965d0c25d452a0ca092c6b4b8afd50796053eb2c8f0ca1f15874,0.4.0,Singleplayer,单人,1,4,48,1839,1,1,2,Silver,白银,Tormentor,折磨者
2026-04-26T06:58:08.546Z,7766aa1b93765a7eeddd092be2bbf82155cbfd1d769ce2796fd94217444706be,0.4.0,Singleplayer,单人,1,10,2,102,0,1,0,Gold,黄金,ShrinkEngine,缩小引擎
2026-04-26T06:58:24.240Z,7f90c25ea8b2ccfa939061b36b86dd69effc226ea7abf95d0b86496bb6265c9a,0.4.0,Host,联机房主,2,8,45,3684,1,1,0,Silver,白银,Repulsor,退敌力场
2026-04-26T06:58:24.240Z,7f90c25ea8b2ccfa939061b36b86dd69effc226ea7abf95d0b86496bb6265c9a,0.4.0,Host,联机房主,2,8,45,3684,1,1,1,Gold,黄金,DevilsDance,魔鬼之舞
2026-04-26T06:58:24.240Z,7f90c25ea8b2ccfa939061b36b86dd69effc226ea7abf95d0b86496bb6265c9a,0.4.0,Host,联机房主,2,8,45,3684,1,1,2,Silver,白银,HeavyHitter,重量级打击手
2026-04-26T06:58:33.779Z,8c79a1d461c72c2cdaf64384aeb34428d656207b36f69586406cc2b35360ffc3,0.4.0,Singleplayer,单人,1,0,48,2270,1,1,0,Prismatic,棱彩,CantTouchThis,你摸不到
